USINA,SUBSISTEMA,CEG,2023,2024,2025,2026,2027,2028,2029,2030,2031,MUST,BUS_2023,BUS_2030
UFV SERTAO SOLAR BARREIRAS XVII,NE,2044513-4,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,49.55,6360,846
UFV SERTAO SOLAR BARREIRAS XVIII,NE,2044514-2,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,49.55,6360,846
UFV SERTAO SOLAR BARREIRAS XX,NE,2044515-0,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,49.55,6360,846
UFV SERTAO SOLAR BARREIRAS XXI,NE,2049771-1,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,49.55,6360,846
UFV SITIA 1,NE,2038396-1,9.708,8.924,9.14,9.36,10.115,10.154,10.491,10.346,10.361,24.4,5421,222
UFV SITIA 2,NE,2038397-0,9.708,8.924,9.14,9.36,10.115,10.154,10.491,10.346,10.361,24.4,5421,222
UFV SKY ARINOS IX,SE,1047372-3,-,-,11.124,11.653,11.612,11.666,12.089,11.752,11.769,49.55,-,39813
UFV SKY ARINOS X,SE,1047373-1,-,-,11.124,11.653,11.612,11.666,12.089,11.752,11.769,49.55,-,39813
UFV SKY ARINOS XI,SE,1047374-0,-,-,11.124,11.653,11.612,11.666,12.089,11.752,11.769,49.55,-,39813
UFV SKY ARINOS XII,SE,1047375-8,-,-,11.124,11.653,11.612,11.666,12.089,11.752,11.769,49.55,-,39813
UFV SKY ARINOS XIII,SE,1047376-6,-,-,11.124,11.653,11.612,11.666,12.089,11.752,11.769,49.55,-,39813
UFV SKY ARINOS XIV,SE,1047377-4,-,-,11.124,11.653,11.612,11.666,12.089,11.752,11.769,49.55,-,39813
UFV SKY ARINOS XV,SE,1048772-4,-,-,11.124,11.653,11.612,11.666,12.089,11.752,11.769,49.55,-,39813
UFV SKY ARINOS XVI,SE,1048773-2,-,-,11.124,11.653,11.612,11.666,12.089,11.752,11.769,49.55,-,39813
UFV SKY ARINOS XVII,SE,1048774-0,-,-,11.124,11.653,11.612,11.666,12.089,11.752,11.769,49.55,-,39813
UFV SKY ARINOS XVIII,SE,1048775-9,-,-,11.124,11.653,11.612,11.666,12.089,11.752,11.769,49.55,-,39813
UFV SOBRADO1,NE,034387-0,-,-,-,-,10.702,10.688,11.045,10.847,10.863,30.0,-,58633
UFV SOL DE VARZEA 1,,043167-2,-,-,-,-,-,-,-,-,-,44.22,399,60306
UFV SOL DE VARZEA 2,,043168-0,-,-,-,-,-,-,-,-,-,44.22,399,60307
UFV SOL DO PIAUI,NE,046552-6,-,10.739,10.689,10.937,11.464,11.412,11.841,11.71,11.727,68.0,-,12201
UFV SOL DO SERTAO VIII,NE,032066-8,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,93.34,8714,59189
UFV SOL DO SERTAO XII,NE,032050-1,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,53.34,8714,59189
UFV SOL DO SERTAO XIII,NE,032052-8,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,73.34,8714,59189
UFV SOL DO SERTAO XIV,NE,032065-0,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,20.0,8714,59189
UFV SOL DO SERTAO XXXV,NE,032049-8,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,26.67,8714,59189
UFV SOL DO SERTAO XXXVI,NE,032067-6,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,40.0,8714,59189
UFV SOL MAIOR 1,N,,-,-,-,-,10.728,10.746,11.136,11.063,11.079,5.0,-,20624
UFV SOL MAIOR 3,N,,-,-,-,-,10.728,10.746,11.136,11.063,11.079,10.0,-,20615
UFV SOL MAIOR 4,N,,-,-,-,-,10.728,10.746,11.136,11.063,11.079,15.0,-,20616
UFV SOL MAIOR GD,N,,-,-,-,-,10.728,10.746,11.136,11.063,11.079,5.0,-,20617
UFV SOL MAIOR II,,033608-4,-,-,-,-,-,-,-,-,-,5.0,7202,20614
UFV SOL TAUA,,030060-8,-,-,-,-,-,-,-,-,-,1.0,-,55483
UFV SOLAR IRAPURU I,SE,3046577-1,-,10.741,10.467,10.867,11.283,11.338,11.75,11.533,11.55,48.12,-,38900
UFV SOLAR IRAPURU II,SE,3046578-0,-,10.741,10.467,10.867,11.283,11.338,11.75,11.533,11.55,48.12,-,38900
UFV SOLAR IRAPURU III,SE,3046579-8,-,10.741,10.467,10.867,11.283,11.338,11.75,11.533,11.55,48.12,-,38900
UFV SOLAR IRAPURU IV,SE,3049053-9,-,10.741,10.467,10.867,11.283,11.338,11.75,11.533,11.55,48.12,-,38900
UFV SOLAR IRAPURU V,SE,3049054-7,-,10.741,10.467,10.867,11.283,11.338,11.75,11.533,11.55,48.12,-,38900
UFV SOLAR IRAPURU VI,SE,3049055-5,-,10.741,10.467,10.867,11.283,11.338,11.75,11.533,11.55,48.12,-,38900
UFV SOLAR IRAPURU VII,SE,3049056-3,-,10.741,10.467,10.867,11.283,11.338,11.75,11.533,11.55,48.12,-,38900
UFV SOLAR IRECE 1,NE,037532-2,10.918,-,-,-,-,-,-,-,-,-,6341,-
UFV SOLAR JAIBA 3,,034392-7,-,-,-,-,-,-,-,-,-,33.0,93521,60044
UFV SOLAR JAIBA 4,,034394-3,-,-,-,-,-,-,-,-,-,33.0,93521,60039
UFV SOLAR JAIBA 9,,035805-3,-,-,-,-,-,-,-,-,-,22.5,93521,60040
UFV SOLAR NEWEN BAHIA X A,NE,050189-1,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,44.68,6360,846
UFV SOLAR NEWEN BAHIA X B,NE,050190-5,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,44.68,6360,846
UFV SOLAR NEWEN BAHIA X C,NE,050191-3,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,37.81,6360,846
UFV SOLAR NEWEN BAHIA XI A,NE,050192-1,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,44.68,6360,846
UFV SOLAR NEWEN BAHIA XI B,NE,050193-0,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,44.68,6360,846
UFV SOLAR NEWEN BAHIA XI C,NE,050194-8,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,44.68,6360,846
UFV SOLAR NEWEN BAHIA XII A,NE,050195-6,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,44.68,6360,846
UFV SOLAR NEWEN BAHIA XII B,NE,050196-4,10.735,10.7,10.591,10.916,11.207,11.242,11.627,11.47,11.487,44.68,6360,846
UFV SOLAR SALGUEIRO,,033606-8,-,-,-,-,-,-,-,-,-,30.0,98358,58108
UFV SOLAR SALGUEIRO II,,034160-6,-,-,-,-,-,-,-,-,-,30.0,98358,58109
UFV SOLAR SALGUEIRO III,,034105-3,-,-,-,-,-,-,-,-,-,30.0,98358,58110
UFV SOLATIO VARZEA 3,SE,,-,-,-,-,11.629,11.691,12.121,12.055,12.072,45.0,-,1802
UFV SOLATIO VARZEA 4,SE,,-,-,-,-,11.629,11.691,12.121,12.055,12.072,45.0,-,1802
UFV STEELCONS SOL DO FUTURO I,,034745-0,-,-,-,-,-,-,-,-,-,27.0,-,55473
UFV STEELCONS SOL DO FUTURO II,,034746-9,-,-,-,-,-,-,-,-,-,27.0,-,55474
UFV STEELCONS SOL DO FUTURO III,,034747-7,-,-,-,-,-,-,-,-,-,27.0,-,55475
UFV TABOLEIRO DO MEIO II,NE,034398-6,-,8.94,8.875,9.094,9.892,10.029,10.388,10.245,10.26,19.95,-,233
UFV TABOLEIRO DO MEIO III,NE,034399-4,-,8.94,8.875,9.094,9.892,10.029,10.388,10.245,10.26,17.95,-,233
UFV TABOLEIRO DO MEIO IV,NE,034400-1,-,8.94,8.875,9.094,9.892,10.029,10.388,10.245,10.26,17.95,-,233
UFV TABOLEIRO DO MEIO V,NE,035683-2,-,8.94,8.875,9.094,9.892,10.029,10.388,10.245,10.26,29.95,-,233
UFV TABOLEIRO DO MEIO VI,NE,047062-7,-,8.94,8.875,9.094,9.892,10.029,10.388,10.245,10.26,21.75,-,233
UFV TABOLEIRO DO MEIO VII,NE,047063-5,-,8.94,8.875,9.094,9.892,10.029,10.388,10.245,10.26,26.75,-,233
UFV TABOLEIRO DO MEIO VIII,NE,047064-3,-,8.94,8.875,9.094,9.892,10.029,10.388,10.245,10.26,36.79,-,233
UFV TERRA DO SOL VII,NE,032053-6,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,53.34,8714,59189
UFV TERRA SOL XI,NE,032059-5,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,46.67,8714,59189
UFV TURVANIA I,SE,9054841-3,-,-,-,10.732,11.13,11.085,11.406,11.45,11.466,49.8,-,1194
UFV TURVANIA II,SE,9054842-1,-,-,-,10.732,11.13,11.085,11.406,11.45,11.466,49.8,-,1194
UFV TURVANIA III,SE,9054843-0,-,-,-,10.732,11.13,11.085,11.406,11.45,11.466,49.8,-,1194
UFV TURVANIA IV,SE,9054844-8,-,-,-,10.732,11.13,11.085,11.406,11.45,11.466,49.8,-,1194
UFV TURVANIA V,SE,9054845-6,-,-,-,10.732,11.13,11.085,11.406,11.45,11.466,49.8,-,1194
UFV TURVANIA VI,SE,9054846-4,-,-,-,10.732,11.13,11.085,11.406,11.45,11.466,31.0,-,1194
UFV VARZEA DA PALMA I,SE,047228-0,-,10.464,10.056,10.602,13.191,13.265,13.743,13.736,13.756,46.91,-,1446
UFV VARZEA DA PALMA II,SE,047229-8,-,10.464,10.056,10.602,13.191,13.265,13.743,13.736,13.756,46.91,-,1446
UFV VARZEA DA PALMA III,SE,047230-1,-,10.464,10.056,10.602,13.191,13.265,13.743,13.736,13.756,46.91,-,1446
UFV VAZANTE 1,,032339-0,-,-,-,-,-,-,-,-,-,27.0,93505,60017
UFV VAZANTE 2,,032340-3,-,-,-,-,-,-,-,-,-,27.0,93506,60018
UFV VAZANTE 3,,032341-1,-,-,-,-,-,-,-,-,-,27.0,93507,60019
UFV VELHO CHICO 1,SE,047397-9,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VELHO CHICO 10,SE,047406-1,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VELHO CHICO 11,SE,047407-0,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VELHO CHICO 2,SE,047398-7,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VELHO CHICO 3,SE,047399-5,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VELHO CHICO 4,SE,047400-2,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VELHO CHICO 5,SE,047401-0,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VELHO CHICO 6,SE,047402-9,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VELHO CHICO 7,SE,047403-7,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VELHO CHICO 8,SE,047404-5,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VELHO CHICO 9,SE,047405-3,-,10.125,9.868,10.243,11.48,11.555,11.992,12.013,12.03,50.0,-,1515
UFV VERDE VALE III,,033588-6,-,-,-,-,-,-,-,-,-,14.3,-,59453
UFV VISTA ALEGRE I,SE,2046553-4,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE II,SE,2046554-2,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE III,SE,2046555-0,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE IV,SE,2046556-9,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE IX,SE,2046561-5,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE V,SE,2046557-7,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE VI,SE,2046558-5,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE VII,SE,2046559-3,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE VIII,SE,2046560-7,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE X,SE,2046562-3,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE XI,SE,2049655-3,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE XII,SE,2049656-1,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE XIII,SE,2049657-0,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE XIV,SE,2049658-8,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV VISTA ALEGRE XV,SE,2049659-6,-,10.741,10.467,10.867,11.9,11.975,12.422,12.215,12.233,41.24,-,60221
UFV WALFRIDO AVILA 1,SE,047446-0,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 10,SE,047455-0,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 11,SE,047456-8,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 12,SE,047457-6,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 13,SE,047458-4,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 14,SE,047459-2,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 15,SE,047460-6,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 16,SE,047461-4,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 17,SE,047462-2,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 18,SE,047463-0,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 19,SE,047464-9,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 2,SE,047447-9,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 20,SE,047465-7,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 21,SE,047466-5,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 22,SE,047467-3,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 23,SE,047468-1,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 24,SE,047469-0,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 25,SE,047470-3,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 26,SE,047471-1,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 27,SE,047472-0,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 28,SE,047473-8,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 29,SE,047474-6,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 3,SE,047448-7,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 30,SE,047475-4,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 31,SE,047476-2,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 32,SE,047477-0,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 33,SE,047478-9,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 34,SE,047479-7,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 35,SE,047480-0,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 36,SE,047481-9,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 37,SE,047482-7,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 38,SE,047483-5,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 39,SE,047484-3,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 4,SE,047449-5,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 40,SE,047485-1,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 5,SE,047450-9,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 6,SE,047451-7,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 7,SE,047452-5,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 8,SE,047453-3,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV WALFRIDO AVILA 9,SE,047454-1,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,50.0,-,39813
UFV XAXADO 1,NE,034405-2,10.47,9.048,8.754,8.947,10.723,10.767,11.141,11.009,11.025,31.85,5401,223
UFV XAXADO 2,NE,034406-0,10.47,9.048,8.754,8.947,10.723,10.767,11.141,11.009,11.025,31.85,5401,223
UFV XAXADO 3,NE,034407-9,10.47,9.048,8.754,8.947,10.723,10.767,11.141,11.009,11.025,31.85,5401,223
UFV ZIMBA ENVOLVERE I,NE,1047339-1,10.47,9.048,8.754,8.947,11.258,11.325,11.696,11.575,11.592,48.12,5401,11265
UFV ZIMBA ENVOLVERE II,NE,1047340-5,10.47,9.048,8.754,8.947,11.258,11.325,11.696,11.575,11.592,48.12,5401,11265
UFV ZIMBA ENVOLVERE III,NE,1047341-3,10.47,9.048,8.754,8.947,11.258,11.325,11.696,11.575,11.592,48.12,5401,11265
UHE 14 DE JULHO (CERAN),S,000012-4,6.256,8.485,8.571,8.423,7.38,7.046,6.991,7.193,7.203,98.0,963,7313
UHE AGUA VERMELHA,SE,000041-8,10.425,9.474,9.588,9.389,9.583,9.541,9.813,10.205,10.22,1387.63,536,1001
UHE AIMORES,SE,000042-6,9.033,8.12,8.07,7.992,9.972,10.011,10.366,10.358,10.373,326.7,4043,1421
UHE AMADOR AGUIAR I (C.BRANCO I),,027483-6,-,-,-,-,-,-,-,-,-,230.8,4052,1424
UHE AMADOR AGUIAR II(C.BRANCO II,,027484-4,-,-,-,-,-,-,-,-,-,207.2,4054,1425
UHE ANTA,,029458-6,-,-,-,-,-,-,-,-,-,14.0,-,40201
UHE APOLONIO SALES (MOXOTO),NE,001510-5,10.62,9.411,9.212,9.42,10.764,10.844,11.258,11.124,11.14,398.62,5029,28
UHE B.DOS COQUEIROS (GERDAU),SE,028757-1,12.36,11.308,11.518,11.326,11.666,11.698,12.089,12.287,12.305,89.46,9444,4342
UHE BAGUARI,SE,029453-5,8.637,7.935,7.894,7.839,10.026,10.064,10.423,10.245,10.26,137.91,1495,1452
UHE BAIXO IGUACU,S,030923-0,5.634,7.391,7.444,7.284,8.874,8.722,8.811,9.072,9.085,349.6,947,6609
UHE BALBINA,N,000190-2,8.586,7.475,7.483,7.6,7.883,7.798,8.002,7.949,7.96,245.0,8501,10411
UHE BARIRI (A.S.LIMA),,000203-8,-,-,-,-,-,-,-,-,-,135.3,515,1009
UHE BARRA BONITA,,000208-9,-,-,-,-,-,-,-,-,-,139.23,516,1006
UHE BARRA DO BRAUNA,,000215-1,-,-,-,-,-,-,-,-,-,39.5,3337,2123
UHE BARRA GRANDE,S,027556-5,7.164,9.537,9.654,9.521,8.809,8.497,8.477,8.679,8.691,687.0,936,7303
UHE BATALHA,,029454-3,-,-,-,-,-,-,-,-,-,49.45,9446,3585
UHE BELO MONTE,N,030354-2,11.089,10.247,10.337,10.482,10.899,10.916,11.307,11.332,11.348,10932.0,8100,4941
UHE BEM QUERER,N,035038-9,-,-,-,-,8.056,7.982,8.199,8.153,8.164,59.1,-,52243
UHE BOA ESPERANCA,NE,000267-4,9.321,8.314,8.428,8.635,9.929,9.907,10.25,10.136,10.151,236.6,5511,44
UHE CACHOEIRA CALDEIRAO,N,031186-3,10.543,9.553,9.622,9.76,9.836,9.835,10.102,10.118,10.133,216.85,8280,10171
UHE CACHOEIRA DOURADA,,000528-2,-,-,-,-,-,-,-,-,-,141.4,750,1081
UHE CACHOEIRA DOURADA - RB,SE,000528-2,12.088,10.764,11.053,11.216,11.173,11.152,11.487,11.528,11.545,513.8,756,1084
UHE CACONDE,,000588-6,-,-,-,-,-,-,-,-,-,79.5,521,1007
UHE CACU (GERDAU),SE,028756-3,12.36,11.308,11.518,11.326,11.666,11.698,12.089,12.287,12.305,64.6,9444,4343
UHE CAMARGOS,,000608-4,-,-,-,-,-,-,-,-,-,44.74,1501,1900
UHE CAMPOS NOVOS,S,027401-1,6.993,9.239,9.347,9.211,8.712,8.404,8.366,8.576,8.589,874.0,956,7301
UHE CANA BRAVA,SE,000630-0,10.513,10.56,10.594,10.943,11.581,11.633,12.277,12.248,12.266,438.55,3964,4482
UHE CANASTRA,,000635-1,-,-,-,-,-,-,-,-,-,44.0,2051,9038
UHE CANOAS I,,000647-5,-,-,-,-,-,-,-,-,-,81.4,508,3021
UHE CANOAS II,,027092-0,-,-,-,-,-,-,-,-,-,71.0,509,3020
UHE CAPIVARA,SE,000657-2,9.692,8.932,8.989,8.833,8.673,8.575,8.779,9.165,9.178,639.9,549,3016
UHE CASTRO ALVES (CERAN),S,000718-8,6.256,8.485,8.571,8.423,7.38,7.046,6.991,7.193,7.203,128.5,963,7311
UHE CHAVANTES,SE,000764-1,7.771,6.945,6.915,6.707,6.568,6.431,6.538,6.956,6.966,411.6,615,3012
UHE COARACY NUNES,,000783-8,-,-,-,-,-,-,-,-,-,78.0,8224,10020
UHE COLIDER,SE,030422-0,13.302,11.788,11.961,11.838,11.693,11.679,12.009,12.066,12.084,297.0,4465,4583
UHE COMISSARIO,S,047494-0,-,-,-,-,-,7.712,7.771,8.049,8.06,140.0,-,50205
UHE CORUMBA I,SE,000866-4,9.984,9.253,9.373,9.376,10.215,10.207,10.537,10.548,10.563,373.0,220,3593
UHE CORUMBA III,,028352-5,-,-,-,-,-,-,-,-,-,86.5,2528,4373
UHE CORUMBA IV,,027795-9,-,-,-,-,-,-,-,-,-,124.5,2526,4371
UHE CURUA-UNA,,027130-6,-,-,-,-,-,-,-,-,-,30.3,97346,19535
UHE DARDANELOS,SE,029597-3,13.593,11.772,11.876,11.733,10.426,10.314,10.519,10.458,10.473,250.6,4894,4360
UHE DONA FRANCISCA,S,027012-1,6.553,9.974,10.125,9.988,8.995,8.618,8.556,8.692,8.704,125.0,1223,9091
UHE EMBORCACAO,SE,027115-2,10.003,9.359,9.613,9.442,10.295,10.294,10.624,10.652,10.667,1184.87,320,1426
UHE ESPORA,,000908-3,-,-,-,-,-,-,-,-,-,32.01,3744,23310
UHE ESTREITO,N,028863-2,10.446,9.653,9.73,9.926,10.595,10.607,10.994,10.941,10.957,1068.12,5590,80
UHE ESTREITO(L.C.BARRETO),SE,000917-2,9.479,8.589,8.772,8.541,9.561,9.538,9.817,10.116,10.131,1044.0,134,3586
UHE EUCLIDES DA CUNHA,,000923-7,-,-,-,-,-,-,-,-,-,107.59,522,1008
UHE FERREIRA GOMES,N,030385-2,10.543,9.553,9.622,9.76,9.836,9.835,10.102,10.118,10.133,244.36,8280,10082
UHE FONTES NOVA,,000973-3,-,-,-,-,-,-,-,-,-,129.17,254,4060
UHE FOZ DO CHAPECO,S,028354-1,7.128,9.734,9.856,9.45,9.209,8.857,8.849,9.007,9.02,850.0,1071,7305
UHE FOZ DO PIQUIRI,S,047495-9,-,-,-,-,-,-,7.733,8.051,8.062,93.2,-,50207
UHE FOZ DO RIO CLARO,SE,029455-1,12.067,11.044,11.252,11.058,11.419,11.441,11.818,12.011,12.028,67.57,9441,4341
UHE FUNDAO,,028360-6,-,-,-,-,-,-,-,-,-,120.17,2475,6969
UHE FUNIL - BA,,027046-6,-,-,-,-,-,-,-,-,-,29.96,5920,63
UHE FUNIL - MG,,001006-5,-,-,-,-,-,-,-,-,-,180.0,4044,1427
UHE FUNIL - RJ,,027118-7,-,-,-,-,-,-,-,-,-,204.0,14,3596
UHE FURNAS,SE,001007-3,8.745,7.899,8.08,7.817,9.017,8.996,9.27,9.575,9.588,1210.0,136,3587
UHE GARIBALDI,S,030415-8,6.843,8.977,9.077,8.937,8.353,8.041,8.034,8.24,8.252,189.8,9739,8730
UHE GOV JAYME CANET JR,S,029598-1,6.55,7.554,7.592,7.425,6.649,6.42,6.46,6.779,6.789,361.0,981,6716
UHE GOV. BENTO MUNHOZ(AREIA),S,000984-9,7.306,8.718,8.808,8.665,8.092,7.834,7.784,8.062,8.074,1662.0,933,6979
UHE GOV. PARIGOT SOUZA,S,001042-1,5.193,7.01,7.052,6.887,8.264,7.926,8.043,8.275,8.287,260.0,817,6982
UHE GUAPORE,,001066-9,-,-,-,-,-,-,-,-,-,120.0,4804,26404
UHE GUARICANA,,001075-8,-,-,-,-,-,-,-,-,-,9.0,-,6988
UHE GUILMAN AMORIM,SE,001079-0,8.113,7.44,7.431,7.368,9.393,9.428,9.77,9.765,9.779,139.22,1529,1428
UHE HENRY BORDEN,,001084-7,-,-,-,-,-,-,-,-,-,49.0,400,3382
UHE HENRY BORDEN - RB,SE,001084-7,6.611,5.521,5.377,5.176,5.201,5.194,5.361,5.376,5.384,51.0,480,3385
UHE IBITINGA,,001097-9,-,-,-,-,-,-,-,-,-,129.94,517,1003
UHE IGARAPAVA,,001098-7,-,-,-,-,-,-,-,-,-,207.72,343,1429
